CODE,Omschrijving
45213150-9,Bouwen van kantoorpand
45213200-5,Bouwen van opslagplaatsen en fabrieken
45213210-8,Installaties voor koelruimten
45213220-1,Bouwen van opslagloodsen
45213221-8,Bouwen van magazijnen
45213230-4,Bouwen van slachthuis
45213240-7,Bouwen van landbouwgebouwen
45213241-4,Bouwen van schuur
45213242-1,Bouwen van koeienstal
45213250-0,Bouwen van industriegebouwen
45213251-7,Bouwen van industrie-eenheden
45213252-4,Bouwen van werkplaatsen
45213260-3,Bouwen van opslagruimten
45213270-6,Bouwwerkzaamheden recyclingcentrum
45213280-9,Bouwwerkzaamheden voor composteerinrichting
45213300-6,Gebouwen in verband met vervoersdiensten
45213310-9,Gebouwen in verband met vervoer over de weg
45213311-6,Bouwen van busstation
45213312-3,Bouwen van parkeergarage
45213313-0,Bouwen van wegrestaurant met benzinestation
45213314-7,Bouwen van busremise
45213315-4,Bouwen van bushokje
45213316-1,Installatiewerkzaamheden voor voetpaden
45213320-2,Gebouwen in verband met vervoer per spoor
45213321-9,Bouwen van spoorstation
45213322-6,Bouwen van kopstation
45213330-5,Gebouwen in verband met vervoer per vliegtuig
45213331-2,Bouwen van luchthavengebouwen
45213332-9,Bouwen van luchthaven-controletoren
45213333-6,Installatiewerkzaamheden voor incheckbalies op luchthaven
45213340-8,Gebouwen in verband met vervoer over water
45213341-5,Bouwen van veerbootterminal
45213342-2,Bouwen van ro-ro-terminal
45213350-1,Gebouwen in verband met verschillende middelen van transport
45213351-8,Bouwen van onderhoudshangar
45213352-5,Bouwen van dienstopslagruimte
45213353-2,Installatiewerkzaamheden voor passagiersgangways
45213400-7,Installeren van personeelsruimten
45214000-0,Gebouwen voor onderwijs en onderzoek
45214100-1,Kleuterschoolgebouwen
45214200-2,Schoolgebouwen
45214210-5,Bouwen van basisschool
45214220-8,Bouwen van middelbare school
45214230-1,Bouwen van speciale school
45214300-3,Bouwwerkzaamheden voor school voor hoger onderwijs
45214310-6,Bouwen van school voor beroepsonderwijs
45214320-9,Bouwen van school voor hoger technisch onderwijs
45214400-4,Bouwwerkzaamheden voor universiteit
45214410-7,Bouwen van polytechnische school
45214420-0,Bouwen van collegezaal
45214430-3,Bouwen van talenpracticum
45214500-5,Gebouwen voor voortgezet onderwijs
45214600-6,Gebouwen voor wetenschappelijk onderzoek
45214610-9,Bouwen van laboratorium
45214620-2,Bouwen van onderzoek- en testruimten
45214630-5,Wetenschappelijke installaties
45214631-2,Installatiewerkzaamheden voor steriele ruimten
45214640-8,Bouwen van weerstations
45214700-7,Studentenhuizen
45214710-0,Bouwen van ingangshal
45214800-8,Gebouw voor opleidingsvoorzieningen
45215000-7,"Gebouwen in verband met gezondheidszorg en sociale dienstverlening, crematorium en openbare toiletten"
45215100-8,Gebouwen voor de gezondheidszorg
45215110-1,Bouwen van kuurbad
45215120-4,Bouwen van speciaal medisch gebouw
45215130-7,Bouwen van kliniek
45215140-0,Bouwen van ziekenhuisfaciliteiten
45215141-7,Bouwen van operatiekamer
45215142-4,Bouwen van intensivecareafdeling
45215143-1,Bouwen van onderzoekkamer voor diagnostische doeleinden
45215144-8,Bouwen van onderzoekkamers
45215145-5,Bouwen van fluoroscopieruimte
45215146-2,Bouwen van pathologieruimte
45215147-9,Bouwen van forensiche ruimte
45215148-6,Bouwen van catheterruimte
45215200-9,Gebouwen voor sociale dienstverlening
45215210-2,Bouwen van tehuizen
45215212-6,Bouwen van bejaardenhuis
45215213-3,Bouwen van verzorgingstehuis
45215214-0,Bouwen van tehuis
45215215-7,Bouwen van kindertehuis
45215220-5,"Gebouwen voor sociale zorg, met uitzondering van tehuizen"
45215221-2,Bouwen van dagopvangcentrum
45215222-9,Bouwen van bestuurscentrum
45215300-0,Bouwwerkzaamheden voor crematoria
45215400-1,Werkzaamheden voor begraafplaats
45215500-2,Openbare toiletten
45216000-4,"Gebouwen voor rechts- of ordehandhaving of noodhulpdiensten, en militaire gebouwen"
45216100-5,Gebouwen voor diensten belast met de rechts- of ordehandhaving of voor hulpdiensten
45216110-8,Gebouwen voor rechts- of ordehandhaving
45216111-5,Bouwen van politiebureau
45216112-2,Bouwen van gerechtshof
45216113-9,Bouwen van gevangenis
45216114-6,Gebouwen voor parlements- en openbare vergaderingen
45216120-1,Gebouwen voor noodhulpdiensten
45216121-8,Bouwen van brandweerkazerne
45216122-5,Bouwen van ambulancecentrum
45216123-2,Bouwen van gebouw voor bergreddingsbrigade
45216124-9,Bouwen van reddingsboothangar
45216125-6,Bouwen van gebouw voor nooddiensten
45216126-3,Bouwen van kustwachtgebouw
45216127-0,Bouwen van gebouw voor hulpdienst
45216128-7,Bouwen van vuurtoren
45216129-4,Schuilplaatsen
45216200-6,Bouwen van militaire gebouwen en installaties
45216220-2,Bouwen van militaire bunkers
45216230-5,Bouwen van militaire schuilkelders
45216250-1,Bouwen van loopgraven
45217000-1,Opbouwen van opblaasbare gebouwen
45220000-5,Civieltechnische en bouwwerkzaamheden
45221000-2,"Bouwen van bruggen en tunnels, schachten en ondergrondse doorgangen"
45221100-3,Bruggenbouwwerkzaamheden
45221110-6,Bruggenbouw
45221111-3,Bouwen van verkeersbrug
45221112-0,Bouwen van spoorbrug
45221113-7,Bouwen van voetgangersbrug
45221114-4,Bouwwerkzaamheden voor ijzeren bruggen
45221115-1,Bouwwerkzaamheden voor stalen bruggen
45221117-5,Bouwen van weegbrug
45221118-2,Bouwen van pijpleidingbrug
45221119-9,Brugrenovatiebouw
45221120-9,Bouwen van viaduct
45221121-6,Bouwen van verkeersviaduct
45221122-3,Bouwen van spoorwegviaduct
45221200-4,"Bouwen van tunnels, schachten en ondergrondse doorgangen"
45221210-7,Geheel of gedeeltelijk overdekte graafwerkzaamheden
45221211-4,Onderdoorgang
45221213-8,Graafwerkzaamheden voor geheel of gedeeltelijk overdekte spoorweg
45221214-5,Graafwerkzaamheden voor geheel of gedeeltelijk overdekte weg
45221220-0,Duikers
45221230-3,Schachten
45221240-6,Bouwen van tunnels
45221241-3,Bouwen van verkeerstunnel
45221242-0,Bouwen van spoorwegtunnel
45221243-7,Bouwen van voetgangerstunnel
45221244-4,Bouwen van kanaaltunnel
45221245-1,Bouwen van riviertunnel
45221246-8,Bouwen van onderzeetunnel
45221247-5,Tunnelbouwwerkzaamheden
45221248-2,Aanbrengen van tunnelbekleding
45221250-9,"Ondergrondse werkzaamheden, met uitzondering van tunnels, schachten en onderdoorgangen"
45222000-9,"Civieltechnische werkzaamheden, met uitzondering van bruggen, tunnels, schachten en ondergrondse doorgangen"
45222100-0,Bouwen van afvalverwerkingsinstallatie
45222110-3,Bouwen van afvalstortplaats
45222200-1,Civiele techniek voor militaire installaties
45222300-2,Civiele techniek voor veiligheidsinstallaties
45223000-6,Assemblagewerkzaamheden
45223100-7,Monteren van metalen constructies
45223110-0,Installeren van metalen constructies
45223200-8,Structuurbouw
45223210-1,Constructiestaalbouw
45223220-4,Ruwbouw
45223300-9,Bouwen van parkeerplaats
45223310-2,Bouwen van ondergrondse parkeerplaats
45223320-5,Bouwen van P + R-voorziening
45223400-0,Bouwen van radarstation
45223500-1,Gewapendbetonstructuren
45223600-2,Bouwen van hondenkennels
45223700-3,Bouwen van dienstencentrum
45223710-6,Bouwen van dienstencentrum langs de snelweg
45223720-9,Bouwen van tankstation
45223800-4,Monteren en bouwen van prefabconstructies
45223810-7,Prefab-constructies
45223820-0,Prefabeenheden en -onderdelen
45223821-7,Prefabelementen
45223822-4,Prefabcomponenten
45230000-8,"Aanleggen van pijpleidingen, communicatielijnen en stroomleidingen, autowegen, wegen, vliegvelden en spoorlijnen; verhardingen"
45231000-5,"Aanleg van pijpleidingen, communicatielijnen en elektriciteitsleidingen"
45231100-6,Algemene bouwwerkzaamheden voor pijpleidingen
45231110-9,Bouwen van pijpleidingen
45231111-6,Opheffen en herleggen van pijpleiding
45231112-3,Aanleggen van buisleidingen
45231113-0,Herleggen van pijpleidingen
45231200-7,Bouwen van olie- en gaspijpleidingen
45231210-0,Bouwen van oliepijpleidingen
45231220-3,Bouwen van gaspijpleidingen
45231221-0,Aanleggen van gastoevoerleiding
45231222-7,Werkzaamheden aan gasreservoirs
45231223-4,Aanvullende werkzaamheden voor gasdistributie
45231300-8,Bouwen van pijpleidingen voor water en afvalwater
45231400-9,Bouwwerkzaamheden voor hoogspanningsleidingen
45231500-0,Werkzaamheden voor persluchtleidingen
45231510-3,Werkzaamheden voor pneumatisch circuit van postbezorging
45231600-1,Bouwwerkzaamheden voor communicatielijnen
45232000-2,Aanvullende werkzaamheden voor pijpleidingen en kabels
45232100-3,Aanvullende werkzaamheden voor waterpijpleidingen
45232120-9,Irrigatiewerken
45232121-6,Aanleggen van irrigatieleidingen
45232130-2,Aanleggen van hemelwaterafavoerleidingen
45232140-5,Aanleggen van stadsverwarmingsleidingen
45232141-2,Aanleg van verwarming
45232142-9,Bouwen van een warmteoverdrachtstation
45232150-8,Werkzaamheden in verband met waterleidingen
45232151-5,Werkzaamheden voor het verbeteren van waterleidingen
45232152-2,Bouwen van pompstation
45232153-9,Bouwwerkzamheden voor watertorens
45232154-6,Bouwen van hooggeplaatste drinkwaterreservoirs
45232200-4,Aanvullende werken voor hoogspanningsleidingen
45232210-7,Aanleg van bovengrondse leidingen
45232220-0,Bouwen van verdeelstation
45232221-7,Transformatoronderstation
45232300-5,Aanleg van en aanvullende werkzaamheden voor telefoon- en communicatieleidingen
45232310-8,Bouwwerkzaamheden voor telefoonlijnen
45232311-5,Telefoonlijnen voor praatpalen
45232320-1,Kabelomroeplijnen
45232330-4,Opstellen van antennes
45232331-1,Aanvullende werkzaamheden voor omroepwerk
45232332-8,Aanvullende werkzaamheden voor telecommunicatie
45232340-7,Bouwen van basisstations voor mobiele telefonie
45232400-6,Bouwwerkzaamheden voor riool
45232410-9,Waterzuiveringswerkzaamheden
45232411-6,Aanleggen van afvalwaterleidingen
45232420-2,Bouwwerkzaamheden voor rioolwaterzuiveringsinstallaties
45232421-9,Rioolwaterbehandelingsinstallatie
45232422-6,Slibbehandelingsinstallatie
45232423-3,Bouwen van pompstation voor afvalwater
45232424-0,Bouwen van rioolwaterpompstation
45232430-5,Waterbehandelingswerkzaamheden
45232431-2,Afvalwaterpompstation
45232440-8,Aanleggen van rioleringsbuizen
45232450-1,Bouwwerkzaamheden voor afwatering
45232451-8,Afwaterings- en oppervlaktewerkzaamheden
45232452-5,Afwateringswerkzaamheden
45232453-2,Aanleggen van drainage
45232454-9,Bouwen van regenwateropvangbekken
45232460-4,Sanitaire installaties
45232470-7,Afvaloverslagstation
45233000-9,Aanleg van snelwegen en wegen
45233100-0,Bouwwerkzaamheden voor hoofdwegen en wegen
45233110-3,Aanleggen van snelweg
45233120-6,Wegenbouwwerken
45233121-3,Aanleg van hoofdweg
45233122-0,Bouwen van ringweg
45233123-7,Bouwen van secundaire weg
45233124-4,Bouwen van hoofdweg
45233125-1,Bouwen van wegkruising
45233126-8,Bouwen van ongelijkvloerse kruising
45233127-5,Bouwen van T-kruising
45233128-2,Bouwen van rotonde
45233129-9,Bouwen van kruispunt
45233130-9,Bouwwerkzaamheden voor hoofdwegen
45233131-6,Bouwwerkzaamheden voor verhoogde hoofdwegen
45233139-3,Onderhoud van hoofdwegen
45233140-2,Wegwerkzaamheden
45233141-9,Wegenonderhoud
45233142-6,Herstellen van wegen
45233144-0,Bouwen van bovengrondse kruising
45233150-5,Werkzaamheden voor vermindering van verkeersaanbod
45233160-8,Paden en andere verharde oppervlakken
45233161-5,Aanleggen van trottoirs
45233162-2,Aanleggen van fietspad
45233200-1,Diverse oppervlaktewerkzaamheden
45233210-4,Wegdekwerkzaamheden voor hoofdwegen
45233220-7,Wegdekwerkzaamheden voor wegen
45233221-4,Aanbrengen van wegmarkeringen
45233222-1,Bestratings- en asfalteerwerkzaamheden
45233223-8,Vernieuwen van rijbaanwegdek
45233224-5,Aanleggen van dubbele rijbaan
45233225-2,Aanleggen van enkele rijbaan
45233226-9,Bouwen van toegangsweg
45233227-6,Bouwen van in/uitvoegstroken
45233228-3,Uitvoering van oppervlaktebekleding
45233229-0,Onderhoud van bermen
45233250-6,"Aanbrengen van verhardingen, met uitzondering van wegdek"
45233251-3,Vernieuwen van wegdek
45233252-0,Wegdekwerkzaamheden voor straten
45233253-7,Wegdekwerkzaamheden voor voetpaden
45233260-9,Bouwen van voetwegen
45233261-6,Bouwen van voetgangersovergang
45233262-3,Aanleggen van voetgangerszone
45233270-2,Schilderen van markering op parkeerterrein
45233280-5,Plaatsen van middenbermbeveiliging
45233290-8,Plaatsen van verkeersborden
45233291-5,Plaatsen van verkeerszuiltjes
45233292-2,Installatie van beveiligingsuitrusting
45233293-9,Plaatsen van straatmeubilair
45233294-6,Plaatsen van wegsignalisatie
45233300-2,"Funderingswerkzaamheden voor (hoofd)wegen, straten en voetpaden"
45233310-5,Funderingswerkzaamheden voor hoofdwegen
45233320-8,Funderingswerkzaamheden voor wegen
45233330-1,Funderingswerkzaamheden voor straten
45233340-4,Funderingswerkzaamheden voor voetpaden
45234000-6,Bouwwerkzaamheden voor spoorwegen en kabeltransportsystemen
45234100-7,Aanleg van spoorweg
45234110-0,Werkzaamheden aan intercityspoorwegen
45234111-7,Bouwen van stadsspoor
45234112-4,Bouwen van spoorremise
45234113-1,Ontmantelen van sporen
45234114-8,Bouwen van spoordijk
45234115-5,Werkzaamheden voor spoorseinen
45234116-2,Leggen van sporen
45234120-3,Stadsspoorwegwerkzaamheden
45234121-0,Werkzaamheden voor trambaan
45234122-7,Werkzaamheden voor metro
45234123-4,Werkzaamheden voor gedeeltelijk ondergrondse spoorweg
45234124-1,Passagiersvervoer per metro
45234125-8,Metrostation
45234126-5,Aanleg van tramlijn
45234127-2,Bouwen van tramremise
45234128-9,Bouwen van tramperrons
45234129-6,Aanleg van stadsspoorlijn
45234130-6,Aanbrengen van ballast
45234140-9,Bouwen van gelijkvloerse kruising
45234160-5,Maken van bovenleidingen
45234170-8,Bouwen van baanverdeelstations
45234180-1,Bouwen van spoorwerkplaats
45234181-8,Bouwen van spoorlijnschakelposten
45234200-8,Kabelbaansystemen
45234210-1,Kabelbaansystemen met cabines
45234220-4,Bouwen van skiliften
45234230-7,Bouwen van stoeltjesliften
45234240-0,Kabelspoorsysteem
45234250-3,Bouwen van luchtkabelbaan
45235000-3,"Bouwwerkzaamheden voor luchthavens, start- en landingsbanen en manoeuvreerplatforms"
45235100-4,Bouwwerkzaamheden voor luchthavens
45235110-7,Bouwwerkzaamheden voor vliegvelden
45235111-4,Aanleggen van wegdek op luchthaven
45235200-5,Bouwwerkzaamheden voor start- of landingsbanen
45235210-8,Vernieuwen van wegdek van start- of landingsbaan
45235300-6,Bouwwerkzaamheden voor manoeuvreerplatforms voor vliegtuigen
45235310-9,Bouwen van taxibaan
45235311-6,Aanleggen van wegdek voor luchthaventaxibaan
45235320-2,Bouwwerkzaamheden voor parkeerplatforms voor vliegtuigen
45236000-0,Aanbrengen van verharding
45236100-1,Verharding voor diverse sportvoorzieningen
45236110-4,Verharding voor sportvelden
45236111-1,Verharding voor golfbaan
45236112-8,Verharding voor tennisbaan
45236113-5,Verharding voor renbaan
45236114-2,Verharding voor atletiekbaan
45236119-7,Herstelwerkzaamheden op sportvelden
45236200-2,Verharding voor recreatievoorzieningen
45236210-5,Verharding voor kinderspeelplaats
45236220-8,Verharding voor dierentuin
45236230-1,Verharding voor tuinen
45236250-7,Verharding voor parken
45236290-9,Herstelwerkzaamheden aan recreatiegebieden
45236300-3,Verharding voor begraafplaatsen
45237000-7,Bouwen van toneel/platforms
45240000-1,Waterbouwwerkzaamheden
45241000-8,Havenbouwwerkzaamheden
45241100-9,Bouwen van kades
45241200-0,Bouw van offshoreterminals in situ
45241300-1,Bouwen van pieren
45241400-2,Bouwen van dokken
45241500-3,Bouwen van scheepswerf
45241600-4,Installeren van havenverlichtingsuitrusting
45242000-5,Bouwen van waterrecreatievoorzieningen
45242100-6,Bouwen van watersportvoorzieningen
45242110-9,Bouwen van scheepshelling
45242200-7,Bouwen van marina
45242210-0,Bouwen van jachthaven
45243000-2,Kustverdedigingswerken
45243100-3,Klipbeschermingswerken
45243110-6,Klipstabilisatiewerken
45243200-4,Bouwen van golfbreker
45243300-5,Bouwen van strandmuur
45243400-6,Werkzaamheden ter voorkoming van strandafslag
45243500-7,Bouwen van zeewering
45243510-0,Aanleg van dijken en kades
45243600-8,Bouwen van kademuren
45244000-9,Maritieme bouwwerkzaamheden
45244100-0,Haveninstallaties
45244200-1,Havensteigers
45245000-6,Bagger- en pompwerkzaamheden voor waterzuiveringsinstallaties
45246000-3,Werkzaamheden voor rivierdebietregeling en hoogwaterbeheersing
45246100-4,Werkzaamheden voor rivierkanalisatie
45246200-5,Oeverbeschermingswerken
45246400-7,Werkzaamheden voor hoogwaterpreventie
45246410-0,Onderhoud van hoogwaterkeringen
45246500-8,Bouwen van promenade
45246510-1,Bouwken van strandpromenade
45247000-0,"Bouwwerkzaamheden voor dammen, kanalen, irrigatiekanalen en aquaducten"
45247100-1,Bouwwerkzaamheden voor waterwegen
45247110-4,Aanleg van kanaal
45247111-1,Aanleggen van irrigatiekanalen
45247112-8,Bouwen van waterafvoerkanaal
45247120-7,"Waterwegen, met uitzondering van kanalen"
45247130-0,Bouwen van aquaduct
45247200-2,Bouwwerkzaamheden voor dammen en dergelijke vaste installaties
45247210-5,Bouwen van dam
45247211-2,Bouwen van damwal
45247212-9,Damverstevigingswerken
45247220-8,Bouwen van weer
45247230-1,Bouwen van dijk
45247240-4,Bouwen van vaste stuw
45247270-3,Bouw van waterbekken
45248000-7,Bouwwerkzaamheden voor hydromechanische installaties
45248100-8,Bouwen van kanaalsluizen
45248200-9,Bouwen van droogdokken
45248300-0,Bouwwerkzaamheden voor drijvende dokken
45248400-1,Bouwen van landingssteigers
45248500-2,Bouwen van beweegbare stuwen
45250000-4,"Bouwwerkzaamheden voor krachtcentrale, mijnbouw en industrie, en voor gebouwen in verband met olie- en gasindustrie"
45251000-1,Bouwwerkzaamheden voor krachtcentrales en verwarmingsinstallaties
45251100-2,Bouwwerkzaamheden voor krachtcentrale
45251110-5,Bouwen van kerncentrale
45251111-2,Bouwwerkzaamheden voor kernreactor
45251120-8,Bouwen van waterkrachtcentrale
45251140-4,Bouwen van thermische centrale
45251141-1,Bouwen van geothermische centrale
45251142-8,Bouwen van houtgestookte centrale
45251143-5,Bouwen van persluchtinstallatie
45251150-7,Bouwwerkzaamheden voor koeltorens
45251160-0,Werkzaamheden aan windenergie-installaties
45251200-3,Bouwen van verwarmingsinstallatie
45251220-9,Bouwen van warmte-krachtcentrale
45251230-2,Bouwen van stoominstallatie
45251240-5,Bouwen van met stortplaatsgas gestookte elektriciteitscentrale
45251250-8,Bouwen van stadsverwarmingsinstallatie
45252000-8,"Bouwwerkzaamheden voor afvalwaterbehandelings-, zuiverings- en afvalverbrandingsinstallaties"
45252100-9,Bouwen van rioolwaterzuiveringsinstallatie
45252110-2,Bouwen van mobiele installatie
45252120-5,Bouwen van waterbehandelinginstallatie
45252121-2,Bezinkingsinstallaties
45252122-9,Gistingstanks voor afvalwater
45252123-6,Zeefinstallaties
45252124-3,Bagger- en pompwerkzaamheden
45252125-0,Storten van rotsblokken
45252126-7,Bouwen van drinkwaterbehandelingsinstallatie
45252127-4,Bouwen van afvalwaterbehandelingsinstallatie
45252130-8,Uitrusting voor rioolwaterzuivering
45252140-1,Bouwen van slibontwateringinstallatie
45252150-4,Bouwen van steenkoolverwerkinginstallatie
45252200-0,Uitrusting voor zuiveringsinstallatie
45252210-3,Bouwen van waterzuiveringsinstallatie
45252300-1,Bouwen van afvalverbrandingsinstallatie
45253000-5,Bouwwerkzaamheden voor chemische fabriek
